Latitude,Longitude,Rainfall (mm),Temperature (Celsius),Soil Moisture (%),Slope Angle (°),Elevation (m),Terrain Aspect (°),Lithology,Land Cover,Soil Type,Distance to Road (m),Historical Landslides,Landslide Occurred
26.59278009,-75.13005011,142.902909,14.14826322,97.2543318,44.818734060276206,3.947818614,126.34065729888921,Shale,Agriculture,Clay,3883.872139,1,1
28.33638517,97.15337108,253.3819157,26.8608845,45.94013194,38.28208641158999,1.622044028,217.87854830677196,Granite,Urban,Sand,7817.197153,1,0
44.83876495,13.10533182,99.29683629,20.82244875,79.55748837,16.259358149178414,1.542210196,78.42811241192774,Shale,Forest,Clay,4753.934258,1,1
28.86304754,-101.6299252,160.6481861,15.62046591,98.48421684,42.31917950326671,3.768322434,224.44560575985184,Shale,Agriculture,Sand,3508.417825,0,1
33.94633937,17.40139892,204.9913158,33.56048095,86.3391816,41.38568877692161,7.783441036,224.89870367867292,Shale,Urban,Clay,2350.932587,0,1
37.53095862,5.06577498,213.9012711,18.85312908,46.46798769,33.76819446312387,3.061264249,75.84413956482656,Granite,Agriculture,Sand,5189.996919,1,0
43.73549617,-46.33986414,176.5623355,17.63649627,66.24746899,10.853281879454952,0.0,181.48780754323204,Granite,Agriculture,Sand,7085.953684,0,0
32.02890665,107.0001431,171.212456,25.89463758,69.77982234,37.309447192542166,2.091087942,37.6295919133086,Granite,Water Body,Loam,5917.216903,0,0
22.18455077,116.4943297,178.4272178,27.45819222,84.04455494,27.146736080406434,4.792599305,342.6674547811955,Shale,Agriculture,Sand,3527.367874,1,1
14.88439656,146.3737625,174.6141615,40.46398687,87.44660851,37.63754963809541,6.195232472,183.01640437382815,Shale,Urban,Loam,8928.602375,1,1
28.61347736,77.76274987,243.3697246,32.58756193,69.90109065,38.254703494343616,3.056414189,334.080439054664,Shale,Forest,Loam,9531.119685,1,1
16.54495285,-10.25506615,141.6067346,31.97182621,58.31163007,36.04360879686766,7.745469013,220.72672505772763,Shale,Forest,Clay,7083.315731,0,1
26.75173276,-3.945560471,153.8824335,40.0808285,89.47455222,11.070175977226725,2.320657305,256.9450491294926,Shale,Water Body,Clay,2500.692399,1,1
40.86507644,121.4068747,245.7701485,31.5048964,57.95637356,29.716324655493793,6.276276918,155.79732886141386,Shale,Agriculture,Sand,1053.318973,0,1
43.20879458,-31.78049955,278.7073393,23.86123392,87.77811379,51.992039227062065,5.561442461,97.04873943683273,Shale,Forest,Clay,5672.513739,1,1
21.35491006,-33.6859758,162.8827385,11.65857172,93.30222421,24.807343918627325,5.001037263,248.4206230314212,Granite,Water Body,Loam,1088.251237,0,0
18.09175797,120.0652446,283.7818147,18.81603147,43.94938108,35.520995634128404,7.282621043,298.2905413680341,Shale,Agriculture,Clay,4547.800093,1,1
30.43594202,145.5626511,242.3629117,23.0138839,91.75277474,45.39995409440208,6.935231245,98.40413301828781,Granite,Water Body,Loam,1115.872579,1,0
47.65084829,90.17124845,261.7473388,19.46060655,77.00778755,38.447394088290466,3.883205834,199.50184417106587,Granite,Agriculture,Loam,32.93271361,1,0
13.30947342,46.77753827,272.7700669,21.85499607,76.03677861,38.802480919991,0.6255266259,136.72982070743134,Shale,Urban,Loam,553.2219842,0,1
31.5901649,51.82318101,196.2731363,23.23569351,82.37944545,24.387335515903086,3.522260133,151.9143716341263,Granite,Water Body,Clay,590.2963779,1,0
23.48783788,140.9480686,160.6993648,25.37410626,88.07311965,42.209924232734565,1.432578516,215.37777115839788,Granite,Water Body,Clay,3637.671565,1,0
29.65466922,-42.92229282,183.3173738,32.07475573,50.16634294,22.82207589724657,6.685242236,349.23619612098776,Granite,Agriculture,Sand,5209.246344,0,0
13.14313989,113.9808359,164.4931697,21.32977581,86.74269221,29.029597286489192,5.676177746,94.61564884188488,Shale,Agriculture,Loam,5338.072756,1,1
19.38017099,27.94859149,239.0613088,28.88053329,84.45961927,51.59490166977366,3.517916982,137.47796801424303,Shale,Forest,Sand,6.938139441,0,0
31.16492691,-44.07549972,138.4263976,15.20453354,46.92095792,28.453340617689097,6.717865097,149.32679414650997,Granite,Urban,Sand,2342.08585,1,0
25.94527825,74.81495557,261.1956176,22.69785381,81.34391394,37.33971330658531,2.516734692,331.3611492826261,Granite,Water Body,Sand,3134.435589,0,0
26.68773674,-34.77352071,190.6417226,23.11018755,62.98625001,29.94630002313511,5.98332257,58.47746449694543,Shale,Agriculture,Clay,2326.879633,1,1
17.47586901,-46.12602208,236.0240735,33.66089957,74.29044316,49.109101623471204,3.569236484,98.21108751413877,Granite,Agriculture,Loam,1617.608987,1,0
42.40453579,-2.442992682,189.7822137,19.7514054,46.9511223,47.38608113498047,1.303525926,249.59071951312183,Shale,Forest,Loam,1166.116401,0,1
42.89922255,19.10190106,216.6982575,22.04519186,72.43567924,49.25075233569526,0.0,139.66409041051838,Shale,Water Body,Clay,9386.135876,1,1
43.10212209,37.4998857,138.8127577,35.86758977,53.83401293,13.523267475642196,7.53821489,148.24943548916295,Shale,Water Body,Clay,8255.384376,0,1
11.55752067,-39.41832149,187.0139414,5.516214933,88.65947638,38.6611972061413,0.0,14.679425450303668,Shale,Urban,Clay,9919.161583,1,1
27.42444864,-60.81344307,166.7941198,26.65165437,91.78909942,15.559316396151349,6.914132054,73.27503796001103,Granite,Water Body,Sand,3799.487743,0,0
17.62598183,55.52379404,298.6429349,15.64879724,75.2500731,26.423760739911124,1.615872704,266.75735023004273,Granite,Water Body,Loam,5190.969837,1,0
13.71703488,132.7538168,155.6885379,39.17089706,78.68156049,49.40944608202402,8.345911462,22.56328695439558,Granite,Forest,Clay,6152.867813,1,0
49.76355656,-92.24735893,246.3831205,43.87657886,50.44612413,44.48008096996597,8.94797128,81.53305493759764,Granite,Water Body,Sand,2439.820315,1,0
34.56833909,-83.82882798,109.4918437,26.01180833,45.69518386,48.016683219452304,6.370075375,309.2613055495058,Granite,Agriculture,Clay,8186.402347,0,0
23.80768834,-84.95859925,161.5782242,34.46861462,74.59210005,37.24378953872073,6.05545877,40.907174795404316,Shale,Agriculture,Clay,464.1159867,0,1
48.42507902,93.04096313,195.3195488,25.43423409,67.98184713,16.902596191179725,8.062717651,79.046223343286,Shale,Urban,Sand,1813.921335,1,1
28.01403916,109.902079,265.2417382,16.46071085,44.02989956,38.90037232122582,10.6750607,61.92329971440529,Shale,Urban,Clay,6943.1088,0,1
11.23823164,-49.14765794,190.6471242,20.62177877,92.84632652,23.423623084806827,8.63075606,345.98188197585824,Shale,Urban,Clay,1489.592845,1,1
24.97083183,86.63540087,127.8037226,21.4687982,63.05059331,45.55756099697402,1.803674781,11.423002310304483,Shale,Agriculture,Loam,4463.815423,1,1
22.0986527,93.66523539,162.0408227,29.55837678,87.82630134,43.24366937641911,0.3141002122,38.17963631715361,Shale,Forest,Clay,3443.621861,0,1
34.55734339,119.8334931,219.5914354,21.16521981,94.99740242,26.793853261921235,1.495373791,58.8638042896903,Shale,Water Body,Loam,1231.878804,1,1
46.07096114,-26.45329249,112.8958771,24.44409477,86.26265788,13.984654909942762,4.391346749,197.95699678465382,Shale,Urban,Clay,904.9031004,0,1
43.77428331,91.36912686,274.685488,44.192813,40.09914929,53.21475427850725,2.4278357,117.94133831010552,Shale,Agriculture,Sand,3062.879152,0,1
25.88382983,99.47729955,192.020538,17.53193469,70.85725936,18.690480896536815,1.713176611,276.8520947641767,Granite,Forest,Sand,4299.344242,1,0
24.39686544,11.60370697,179.5754924,25.85207019,94.11832563,13.745086124514074,7.117949173,97.17301523100014,Granite,Urban,Sand,7429.957743,1,0
33.9342997,99.50659741,289.798583,27.44426338,86.75243624,46.201268761876264,3.173210579,182.1399953470961,Granite,Agriculture,Clay,2706.592441,1,0
42.24805119,88.48104746,188.3863249,29.94522492,92.79140613,44.07787754687802,5.140657577,109.02246621210988,Shale,Urban,Loam,1812.227857,0,1
10.29804817,60.01319537,212.5229593,31.31354054,51.18017628,51.80736422170702,7.504126591,168.2416926048401,Granite,Water Body,Clay,2586.814096,0,0
45.49382869,134.085429,170.8262447,21.92951743,56.65163794,48.29906387737616,5.00028881,228.8071997543631,Granite,Forest,Loam,3573.99865,0,0
46.47720401,-92.32735121,212.3864847,22.11486141,63.80040886,36.45568574159992,5.868347879,7.207378873084078,Granite,Water Body,Clay,9892.459055,1,1
25.18769633,49.65372174,197.9541232,36.52250652,77.23315952,20.6382112355747,3.788920642,10.07451090812066,Shale,Water Body,Clay,497.1245043,0,1
30.84500731,38.82716911,130.7961936,28.74010348,85.93770363,16.59789209594141,6.757839861,229.1527496762669,Granite,Water Body,Clay,9042.288512,1,0
43.0681879,-91.04795786,172.7073691,21.31600973,40.19555615,19.7544039474688,4.217220857,357.9868139213681,Granite,Urban,Sand,6772.308833,1,0
19.90872584,71.11534213,166.3076326,35.44947918,63.98422668,49.084967161197625,2.801853439,28.823657621198514,Granite,Urban,Loam,6346.562511,1,0
39.10102559,90.99213755,146.8397338,21.44416817,74.64687477,11.38230916839464,3.222646143,244.7018382963549,Granite,Agriculture,Sand,3623.350762,1,1
11.57248559,42.87626412,151.8301829,41.39956682,63.46413275,11.776498884558467,4.394965917,171.80593432618744,Shale,Forest,Loam,1540.385698,1,1
39.34457522,-39.28993947,196.7294883,13.2933747,89.23733526,32.628364419477855,5.984801136,162.1889807140742,Shale,Water Body,Loam,6120.820147,0,1
30.0149308,-108.3738443,107.4205562,38.67313448,66.57198424,29.420263510063357,2.468954022,78.31760892003096,Granite,Water Body,Loam,8159.599085,1,1
25.91462812,131.5144633,179.5339893,26.42621393,72.43859488,31.492067366670213,6.337693954,335.92999096869914,Shale,Water Body,Loam,1400.331765,0,1
35.34118843,24.33098917,166.3547334,27.41043278,43.79524185,41.152143248457534,3.179205118,181.77916800184994,Shale,Forest,Clay,9763.588057,1,1
28.93887083,-105.7591329,177.6061178,39.06807529,45.35715394,29.249976435325426,1.510280514,167.54839503734243,Shale,Water Body,Clay,2886.023609,0,1
26.7449606,21.22960915,239.6455398,25.45816188,56.83818858,40.51804406073718,7.177632468,43.611081630525995,Granite,Urban,Loam,4087.776143,0,0
34.98456192,77.23895659,174.8545175,15.4108591,66.61008295,23.388117780326354,2.00252017,162.70748481114725,Shale,Agriculture,Loam,3077.78887,1,1
40.49140539,146.2022255,197.4382082,28.90172193,85.89337172,25.771571947966862,2.671827839,69.17777682767709,Shale,Agriculture,Sand,6639.294883,1,1
29.25111805,19.63059782,261.8869053,18.72337304,72.84382886,47.437317627702626,5.111020041,23.70514920180281,Shale,Water Body,Loam,5037.308372,0,1
40.49210498,11.32573958,284.615651,16.0916832,92.66915035,43.55271122496645,4.794379891,292.90718915408024,Shale,Agriculture,Clay,6938.022718,1,1
27.70182059,-108.0806982,157.4717305,28.08675294,75.23212779,43.341099874680346,8.807137134,87.40262912484506,Shale,Forest,Sand,2818.568358,1,1
27.27493275,-24.65712978,255.7213676,10.10574608,88.25743824,53.888826262236805,5.325852309,284.50423912331223,Granite,Water Body,Loam,1533.857615,0,0
21.38165543,131.3180715,138.3705468,24.17409675,79.7462648,13.160170939903818,4.982621332,260.3829407526429,Shale,Agriculture,Clay,9840.284146,0,1
49.49344634,-109.6852484,200.3836597,36.18541409,94.67693033,49.73505145613359,3.871215776,232.38560245306334,Shale,Urban,Loam,2296.763559,1,1
40.07541843,114.4166331,269.3126609,35.3892021,62.02611047,43.49671162668541,11.16261531,299.3884680592867,Granite,Agriculture,Loam,9062.489418,0,0
42.36094561,67.1665764,143.3478826,13.03660101,97.07588794,18.052481091418823,6.867282139,359.5373750292942,Shale,Forest,Loam,3998.263789,1,1
34.68579946,48.77471923,147.1242665,11.81907964,61.05102075,13.709638789548713,7.930786708,263.2742814107299,Shale,Water Body,Loam,3554.86302,1,1
43.58879739,42.1729203,102.3602116,41.43110435,92.82704238,14.7459889120652,10.95270604,31.560438172847167,Granite,Water Body,Clay,1429.803203,0,0
10.20918454,113.5486436,180.3324438,22.5260706,72.04055904,46.59591860162348,4.882194654,166.34269949016888,Shale,Urban,Sand,2899.824955,0,1
12.01798268,-56.30646916,124.3555243,14.69840206,84.99303108,38.021380046584206,4.92269806,123.89365752668964,Granite,Forest,Sand,238.6814189,1,0
28.33077549,-61.06542453,176.8149616,19.75220845,79.83211105,47.98857562688522,4.593976184,195.2397259086451,Granite,Water Body,Clay,4228.86345,1,0
30.88771985,103.4228264,142.265234,34.36714859,63.07948454,17.22695186266671,6.344785659,128.9627874046016,Granite,Water Body,Loam,1747.4739,0,0
27.33888931,-85.62579274,171.6096079,7.425766296,74.13778816,21.022772127385892,0.5162149947,222.1805970104777,Shale,Urban,Loam,6352.242894,0,1
45.75570332,-50.31093634,183.8416167,31.49581332,84.37659992,32.9601783452145,3.202334616,121.8754732611266,Shale,Forest,Clay,1780.382988,1,1
19.09078509,26.91402053,192.2675147,17.6814079,90.11423901,35.47382296583943,7.523392825,254.3166796175657,Shale,Urban,Clay,3668.903874,1,1
44.57432999,33.05177699,210.3569718,30.65738504,63.03720717,44.17929827044622,4.086525638,21.496447046314863,Shale,Water Body,Loam,9426.208647,0,1
21.08276999,129.074702,159.5132266,33.55735321,89.39293904,44.91887080759487,1.660729917,124.52766929361259,Shale,Forest,Sand,4340.928076,1,1
25.16161942,-8.555253525,164.1802853,36.53327763,56.53494785,14.654423989515415,1.650681405,142.694330097491,Shale,Agriculture,Clay,4150.057391,0,1
41.76100757,-70.9238286,271.3664326,16.13334965,95.04791353,40.759972547031154,0.69778201,254.20990108494112,Shale,Agriculture,Sand,7073.718407,1,1
44.04546686,110.7277962,240.5013619,17.41536077,43.52827203,52.53070034130276,2.369188803,135.95677154452366,Shale,Agriculture,Loam,5646.206557,0,1
49.65023975,54.21416403,182.6237529,26.01607719,41.25020958,17.48226679946817,4.183082747,137.94917268621802,Shale,Urban,Clay,7.147951285,1,1
38.84976057,-19.58459462,173.419875,30.05981449,70.72569325,29.019511901219385,7.569935879,143.97943121076094,Granite,Water Body,Loam,5390.673969,1,1
44.91482831,146.7312731,159.2001557,19.44328516,70.27518457,25.11670720853299,4.085584948,297.4682944715296,Shale,Agriculture,Loam,5199.246156,1,0
43.80330311,63.86553021,219.2150418,18.91105846,67.50714023,28.762006915073428,4.610131946,59.233723719082064,Granite,Forest,Loam,4315.238171,1,0
44.62801112,-103.22329,99.36453016,27.75173303,92.31547857,47.41590099631827,5.681495794,300.43052768247685,Granite,Agriculture,Sand,8823.907164,0,0
36.55158745,-31.3711259,179.7652072,16.63812885,94.91973668,14.704254285181356,10.77183784,273.27478914035726,Shale,Urban,Sand,7987.122972,0,1
43.52921684,47.25016993,286.5258976,39.32078604,88.48537518,25.45106924955312,8.165383449,159.12635004995755,Shale,Water Body,Loam,8980.872283,1,1
38.38545153,100.0279752,217.9690822,5.300304283,94.76271503,48.032260237817496,2.578389509,16.520486196447216,Granite,Urban,Loam,7548.123747,0,0
21.12344882,60.71940042,229.102285,26.16195702,70.86817953,42.62527927256086,6.809344586,191.03548629807057,Granite,Water Body,Clay,8036.13633,0,0
41.40255684,-17.34735055,241.6472721,44.58131615,41.39360281,33.690266976320444,5.837187526,115.13527381452644,Shale,Water Body,Sand,2048.120274,0,1
40.43093355,110.9065474,189.5474801,35.83559839,46.15925602,48.90189206602377,1.715594761,318.01974130433297,Granite,Water Body,Sand,2310.110443,1,0
34.26926899,26.77080523,185.7229187,28.58741388,57.48709886,48.96711933683386,6.291210268,261.75012051710985,Shale,Water Body,Clay,844.9141516,1,1
22.48256179,-38.82297705,215.6620847,19.10482868,80.62695831,47.344547033715344,5.869559615,299.59146871174136,Shale,Forest,Loam,6267.848125,1,1
18.1867194,-77.02011418,109.4169949,28.99472608,90.7116338,19.361536124723266,6.700967493,251.46372671436583,Granite,Agriculture,Clay,7723.560413,1,0
39.63074471,-62.82861725,198.4868471,24.41073645,76.56800819,48.86603636610153,1.028613666,107.51499126631826,Shale,Urban,Loam,5391.143022,1,1
48.83760998,16.18279016,232.2799039,10.54389799,78.06972346,41.99976587647279,8.783751744,238.67625889739566,Shale,Forest,Clay,7233.377333,1,1
43.64246443,147.0322141,132.4522886,12.81057557,88.66349616,11.726515826446299,5.105712143,209.41919330666678,Granite,Urban,Sand,2764.162739,0,0
24.02507725,115.8930693,185.0465457,32.76293591,92.07537452,39.49760866035866,4.282757883,77.86707704075023,Shale,Urban,Clay,6950.128001,1,1
10.20246335,-69.66665269,163.6612931,7.068464975,49.66505482,20.59006418731551,4.882358558,95.36571309139266,Shale,Urban,Clay,7040.577509,1,1
28.08741679,75.66081916,157.4393632,37.45656048,46.51327223,31.676164911870654,8.05018789,13.087657284212142,Granite,Forest,Loam,2405.323817,1,0
25.98075138,125.5799657,306.7660562,31.33066547,88.00110889,47.33093369724129,5.838222639,80.1276294721167,Shale,Forest,Clay,9721.974489,1,1
23.69791915,135.7728628,265.0312701,10.54600163,63.1516488,25.838331460084497,4.932766271,103.691007316465,Shale,Urban,Sand,4481.52869,1,1
47.58274356,27.72446349,201.7071947,15.4995812,92.1469592,48.94908483039745,2.49641105,192.39865414482765,Shale,Urban,Clay,2462.90787,0,1
29.02384767,-11.21969162,175.9918858,18.28619556,58.22438936,18.39756341962326,2.953656022,166.40307896511953,Shale,Forest,Sand,9312.375579,1,1
38.24730514,-66.94849729,155.2754593,-3.66609929,91.52366138,45.76597654009526,3.430540994,155.50599022028152,Granite,Urban,Loam,9825.083799,1,0
43.89413045,-46.98851424,251.5974673,9.041733565,60.45024705,53.488094377279246,5.440737077,310.2687257679076,Shale,Agriculture,Sand,5712.975158,1,0
11.8087468,142.3982314,181.1306741,26.83454226,62.29765711,23.48443178811816,8.303223161,256.85616016342436,Shale,Urban,Loam,3017.318184,0,1
11.03247628,141.5799665,276.8698365,45.0,74.25532911,50.29206383424579,8.597746995,299.23189920392946,Shale,Urban,Clay,5097.7555,1,1
28.04957377,-62.34488097,237.6594975,-1.171131174,99.27714209,43.785384371470876,8.341225197,321.13078824434484,Shale,Water Body,Loam,3331.093706,0,1
30.90306397,104.9084174,188.8712536,25.7462801,49.9755657,25.1944817684398,0.0,29.063376278343995,Shale,Water Body,Loam,6774.455538,0,1
48.26290069,-48.41141367,161.6470995,15.00641468,92.98410433,15.275170194052645,9.432024977,344.05094224705994,Granite,Forest,Loam,5469.671368,0,0
16.43133958,-1.139047777,184.3064624,8.410362187,64.55768788,22.920245716056762,8.26312297,137.59839026548107,Granite,Forest,Loam,6196.806267,0,0
40.41403251,-87.68910409,227.9906072,17.11515681,41.66183541,35.722671675141896,3.945631975,197.93102055640762,Granite,Forest,Sand,2114.121157,1,0
22.70150964,60.12159367,179.0026635,23.39217179,70.32571518,39.46563135195664,2.459782895,269.59283506438146,Granite,Water Body,Sand,9311.213579,1,0
33.6117977,-70.29264269,192.6759665,24.1836564,79.9579371,22.960581343606698,9.965456781,192.52071165088418,Shale,Forest,Sand,6087.6052,0,1
13.93789924,126.870615,187.9526684,17.90560348,63.24161544,24.39022882465811,0.6959848851,62.216009268219224,Granite,Water Body,Loam,1184.032609,0,0
35.87272541,-69.10377111,206.4667257,22.18463624,75.68731481,25.306104063334228,1.62336001,9.30846763532581,Granite,Forest,Loam,6243.108229,1,0
12.81967783,133.9071992,126.1417792,26.6937747,57.93514956,48.41134267950748,1.330827248,146.20556491271694,Shale,Water Body,Clay,2319.637323,1,1
41.91656638,41.73298194,228.487946,35.57043419,81.70786294,43.60577985220458,10.13254597,338.7633272158976,Shale,Forest,Loam,6308.966484,0,1
47.3860944,-66.09894423,352.2365318,36.22004258,61.95147077,33.56353195554612,8.5958726,289.08360556630385,Granite,Forest,Loam,9831.633666,1,0
42.21729317,-66.94968385,221.0154909,2.167195425,90.25511339,29.609074111557092,2.727233978,102.59229067061186,Shale,Agriculture,Sand,2632.143631,0,1
10.82337977,10.47266049,287.2430703,5.526601273,69.37935147,29.247728138126796,5.937574447,320.02273325823217,Shale,Water Body,Clay,8178.369089,0,1
49.62481533,-89.74309372,154.401524,24.688517,55.80592425,29.802757736931625,9.016843051,319.73917267648983,Granite,Agriculture,Sand,75.28136907,0,1
45.21259049,-73.8925698,160.7839515,19.36446819,43.80695822,43.71998332199616,6.566607634,149.5577742254869,Shale,Urban,Clay,5301.682374,1,1
19.76817365,119.261719,114.1899941,28.19609635,63.62705282,22.393278226816058,4.948383897,335.2147310769148,Granite,Water Body,Sand,6658.571652,0,0
44.55572858,114.5137655,207.2454896,20.79871551,86.9357273,40.431621321657715,5.254120851,299.717081817548,Shale,Agriculture,Sand,9852.949653,0,0
37.13554431,-41.70556221,121.7362547,31.32227246,71.27520625,39.62986020421277,6.652720467,77.67488567781974,Granite,Urban,Clay,2009.873849,0,0
20.51067765,117.0712415,261.1202522,32.08795975,73.46568922,44.73997073576949,6.69671579,127.65991738855999,Granite,Forest,Loam,8857.694615,0,0
36.12779838,-67.35762721,187.6822426,36.7513407,59.69774109,34.85198536321241,9.898709725,76.02356642492124,Granite,Urban,Loam,4135.320492,1,0
25.95291124,28.46676871,142.2146213,16.5895157,55.2633285,10.04609549214669,4.608819343,34.46552152021706,Shale,Forest,Loam,6199.418732,0,1
39.70826085,-64.65560714,221.7605764,25.38915828,59.42911207,29.694245172538388,5.077599531,26.549849322664546,Shale,Water Body,Clay,4760.624915,0,1
41.54181356,106.5978584,271.7946895,20.04556238,75.53919445,44.88223704998986,4.742948242,251.87803080354107,Granite,Agriculture,Loam,8615.513109,1,1
34.81238205,121.3620479,150.4236479,27.22716063,63.52939931,11.941489247695598,7.049188134,53.30404872303857,Shale,Agriculture,Sand,8556.481622,0,1
42.25305245,36.01687246,305.9163682,19.79462872,55.52706687,34.797104497201644,3.32560913,159.52663609518794,Granite,Agriculture,Sand,6552.253877,0,0
38.77414489,134.6628794,196.5898735,39.51375461,93.74206611,20.957516374863033,1.70215625,225.11744167152509,Shale,Forest,Sand,8488.614394,0,1
14.10013567,-65.52871387,204.7339244,28.52926217,66.46820998,36.38553234367622,5.865529101,98.09784454417888,Granite,Urban,Clay,3273.413438,0,0
34.60028907,-75.31506084,265.7113288,17.19595394,48.36347042,52.48619163264466,3.270227224,17.560623992899963,Shale,Forest,Clay,9186.811019,0,1
48.31419749,-48.89033477,282.441592,25.07868947,63.05969321,42.844968010104566,1.921531374,316.8681055044905,Granite,Water Body,Clay,39.25441538,1,0
29.68009715,19.77236877,157.8118744,14.6851443,56.99590603,32.86874569289602,9.490439033,328.0422817845566,Granite,Urban,Loam,9565.002704,1,0
13.21693079,18.44753288,140.7497483,9.133357186,86.09324573,35.31589825821519,1.082272116,37.39589374135398,Shale,Water Body,Clay,5499.780625,1,0
42.22653581,-44.24958327,169.9693181,23.29479361,47.82573112,31.108673853209872,8.447376808,84.09997246715079,Granite,Urban,Loam,2695.930277,1,0
20.4727225,111.1330249,109.9143198,39.34394999,49.78991821,36.514588958684755,7.238599087,13.279276797508178,Granite,Water Body,Sand,3643.26793,0,0
31.63620015,-46.0168193,158.6817357,23.35786216,74.34514384,24.70137559198646,4.82471074,171.5085351839233,Shale,Water Body,Clay,8035.512922,0,1
22.99513306,3.772734983,198.2349273,30.28913009,49.36396621,27.144259499880636,3.514042658,113.13088378285352,Granite,Urban,Sand,5325.217805,0,0
16.98588744,66.25168926,205.0827881,4.564616461,85.30760736,25.750621347200948,3.526988075,47.95765808099972,Shale,Water Body,Sand,5780.142563,0,1
47.86475568,-106.4840983,189.9610481,9.433765725,76.29686385,43.07588807830764,9.859720314,34.034287915169806,Granite,Forest,Clay,5612.289292,1,1
30.25064238,145.7669343,208.2929513,30.54967165,66.56525715,43.91357610011537,6.063129341,166.53415071214155,Shale,Agriculture,Loam,6791.716327,0,1
45.03157342,7.989857454,97.88303276,12.89665798,40.03031031,41.36124025042447,10.54252283,44.84346272134641,Granite,Water Body,Clay,7155.249245,0,0
30.62384114,-63.2682005,208.8381052,28.67319388,79.75143462,41.094689515393156,2.465000273,178.92540716427354,Shale,Forest,Clay,6939.825671,0,1
38.17787871,89.21634484,236.647701,20.15702506,65.90190322,51.124190819438695,3.205822858,217.86318367362023,Granite,Water Body,Sand,7530.252612,0,0
27.88810162,133.9863507,259.5586522,38.22548463,92.77129556,50.09474816580686,4.838178671,214.11104587674365,Shale,Agriculture,Clay,2279.430362,1,1
20.27188979,137.3455677,193.0275358,42.36705594,47.06148552,21.912570620144752,10.80405103,230.91208875471997,Granite,Forest,Sand,1211.297815,1,0
31.70897773,-83.97758941,268.7242491,19.27413952,54.82399873,34.22989534108044,4.004679819,198.40190960582274,Shale,Urban,Clay,7588.251924,0,1
13.48371067,96.71718592,207.8673284,8.179327163,47.07599169,51.14836844514382,9.209100283,207.80051384331202,Shale,Agriculture,Sand,7185.929277,0,1
20.17925326,43.81428654,93.79864621,34.88526105,93.70785819,38.777683602019536,11.4694225,339.66257432105687,Shale,Urban,Loam,215.5890467,0,1
31.54488364,-95.85579482,189.0853833,15.75959158,79.00252,48.75334761683034,5.750991607,10.507574804891973,Granite,Forest,Sand,7455.173046,0,0
27.11522393,20.75852627,132.2490919,18.62808762,55.82921794,16.71628757612604,3.292757777,209.18257527966276,Granite,Water Body,Sand,258.9663887,0,0
42.28283615,107.0119694,283.8812721,24.2381433,42.51613994,35.28767684612093,8.962976566,127.03870791091668,Shale,Urban,Sand,8626.395024,1,1
