latitude,longitude,Year,Month,cdi,mmi,sig,magnitude,nst,dmin,gap,depth,volcanic eruption,tsunami
-23.2966,-68.4204,2020,6,6,6,835,6.8,0,1.164,21,112,No,1
38.1689,-117.85,2020,5,7,8,1320,6.5,27,0.357,55.79,2.7,No,0
-12.0662,166.648,2020,5,4,6,671,6.6,0,3.403,12,107,No,1
-6.7762,129.785,2020,5,4,6,738,6.8,0,1.921,16,96,No,0
34.1818,25.7101,2020,5,7,6,678,6.5,0,1.293,19,10,No,0
44.4646,-115.118,2020,3,8,8,1410,6.5,0,0.885,31,12.06,No,0
48.9638,157.695,2020,3,6,5,879,7.5,0,4.109,12,57.8,No,1
45.6161,148.959,2020,2,5,6,770,7,0,4.501,25,143,No,1
19.4193,-78.756,2020,1,9,6,1812,7.7,0,1.657,26,14.86,No,1
38.4312,39.0609,2020,1,8,9,1247,6.7,0,0.87,49,10,No,0
6.6969,125.174,2019,12,9,7,825,6.8,0,0.546,39,18,No,1
1.6213,126.416,2019,11,6,6,799,7.1,0,1.271,11,33,No,1
-21.9449,-179.511,2019,11,0,2,650,6.5,0,4.765,25,577,No,0
-18.5747,-175.272,2019,11,4,4,673,6.6,0,5.086,48,10,No,1
6.9098,125.178,2019,10,9,7,733,6.5,0,0.428,19,10,No,1
6.7567,125.008,2019,10,9,7,780,6.6,0,0.646,24,15,No,1
-35.4758,-73.163,2019,9,7,6,844,6.7,0,1.269,98,11,No,1
-3.4528,128.37,2019,9,7,7,656,6.5,0,3.909,15,12.26,No,1
-20.3641,-178.57,2019,9,2,3,671,6.6,0,4.121,19,591,No,1
-60.2152,-26.5801,2019,8,0,4,670,6.6,0,12.896,19,16,No,1
-7.2822,104.791,2019,8,4,6,875,6.9,0,2.839,23,49,No,0
-34.2364,-72.3102,2019,8,6,6,947,6.8,0,0.817,35,25,No,1
-16.1985,167.998,2019,7,0,4,670,6.6,0,6.024,30,181,No,1
-0.5858,128.034,2019,7,7,7,809,7.2,0,1.504,38,18.98,No,1
-18.2242,120.358,2019,7,5,5,791,6.6,0,2.978,32,10,No,0
0.5126,126.189,2019,7,7,5,747,6.9,0,1.205,21,35,No,0
35.7695,-117.599,2019,7,9,9,1646,7.1,77,0.04616,43,8,No,0
-6.4078,129.169,2019,6,4,6,952,7.3,0,2.629,16,212,No,1
-30.6441,-178.1,2019,6,8,6,830,7.3,0,1.402,11,46,No,1
13.1994,-89.3056,2019,5,7,6,886,6.6,0,1.193,22,57.92,No,1
-5.8119,-75.2697,2019,5,9,8,1890,8,0,3.18,17,122.57,No,1
-4.051,152.597,2019,5,7,7,929,7.6,0,0.453,16,10,No,1
-6.9746,146.449,2019,5,7,6,826,7.1,0,2.514,16,146,No,1
-1.8146,122.58,2019,4,5,6,717,6.8,0,0.791,28,15.46,No,1
-58.6262,-25.304,2019,4,0,5,650,6.5,0,7.568,18,38,No,1
-14.7131,-70.1546,2019,3,7,4,869,7,0,2.501,42,267,No,1
-2.1862,-77.0505,2019,2,7,7,1145,7.5,0,2.045,15,145,No,1
14.6802,-92.4527,2019,2,6,6,909,6.7,0,0.289,43,66,No,1
-43.1219,42.3568,2019,1,0,3,691,6.7,0,7.527,17,13,No,0
-30.0404,-71.3815,2019,1,8,8,1600,6.7,0,0.173,22,63,No,1
-13.336,166.875,2019,1,5,4,671,6.6,0,7.818,18,35,No,1
2.258,126.758,2019,1,2,4,672,6.6,0,1.596,33,43.21,No,1
-8.144,-71.587,2019,1,3,3,715,6.8,0,1.181,16,570.41,No,0
5.8983,126.921,2018,12,5,5,803,7,0,1.769,21,60.21,No,1
55.0999,164.699,2018,12,3,7,822,7.3,0,4.126,23,16.56,No,1
-58.5446,-26.3856,2018,12,0,5,776,7.1,0,7.043,20,133,No,1
-22.0629,169.733,2018,12,0,4,670,6.6,0,2.679,31,10,No,1
-21.9496,169.427,2018,12,3,6,871,7.5,0,2.405,18,10,No,1
61.3464,-149.955,2018,11,8,8,1790,7.1,0,0,0,46.7,No,1
-17.8735,-178.927,2018,11,0,3,711,6.8,0,2.879,39,540,No,1
71.6312,-11.2431,2018,11,3,4,693,6.7,0,7.853,19,10,No,1
37.5203,20.5565,2018,10,8,7,954,6.8,0,2.268,15,14,No,0
49.297,-129.724,2018,10,2,4,655,6.5,0,1.692,68,10,No,0
49.3346,-129.289,2018,10,4,4,776,6.8,0,1.505,36,10,No,1
49.2586,-129.412,2018,10,3,4,669,6.5,0,1.611,63,10,No,1
-21.7427,169.522,2018,10,0,4,650,6.5,0,2.109,22,17,No,1
52.8549,153.243,2018,10,0,3,691,6.7,0,2.705,17,461,No,1
49.2902,156.297,2018,10,0,4,650,6.5,0,3.923,14,20,No,1
-5.7012,151.205,2018,10,6,6,758,7,0,1.778,18,39,No,1
-18.3604,-178.063,2018,9,2,3,691,6.7,0,3.745,23,550,No,1
-0.2559,119.846,2018,9,8,8,2026,7.5,0,1.649,13,20,No,0
-25.415,178.199,2018,9,4,1,651,6.5,0,5.139,18,576,No,0
-31.7447,-179.373,2018,9,3,4,735,6.9,0,2.785,18,115,No,0
-10.0207,161.503,2018,9,3,6,651,6.5,0,1.638,25,68,No,1
-18.4743,179.35,2018,9,7,4,979,7.9,0,1.431,12,670.81,No,1
42.6861,141.929,2018,9,8,9,1075,6.6,0,1.13,32,35,No,1
-22.0295,170.126,2018,8,2,5,776,7.1,0,2.548,23,21.43,No,1
-11.0355,-70.8284,2018,8,0,3,776,7.1,0,3.77,12,630,No,0
-16.0315,168.143,2018,8,6,7,652,6.5,0,4.797,10,9,No,1
10.7731,-62.9019,2018,8,8,6,1570,7.3,0,1.822,15,146.82,No,1
-8.319,116.627,2018,8,7,7,1206,6.9,0,2.453,31,21,No,0
-18.1125,-178.153,2018,8,5,4,1050,8.2,0,3.63,13,600,No,1
-7.3718,119.802,2018,8,5,3,743,6.5,0,2.719,23,529,No,0
51.4234,-178.026,2018,8,6,6,655,6.5,0,0.576,22,33.93,No,1
-8.2581,116.438,2018,8,9,8,1704,6.9,0,2.271,15,34,No,0
19.3182,-155,2018,5,7,8,1392,6.9,63,0.11,210,5.81,No,1
-20.6588,-63.0058,2018,4,5,3,733,6.8,0,5.32,16,559,No,0
-5.5321,151.5,2018,3,9,6,741,6.9,0,1.487,18,35,No,1
-5.5024,151.402,2018,3,5,6,696,6.7,0,1.507,15,40,No,1
-4.3762,153.2,2018,3,6,6,719,6.8,0,1.049,16,22.86,No,1
-6.3043,142.612,2018,3,8,7,697,6.7,0,5.457,19,20.49,No,1
-6.0699,142.754,2018,2,9,8,943,7.5,0,5.48,17,25.21,No,1
16.3855,-97.9787,2018,2,7,7,1384,7.2,0,0.142,82,22,No,1
56.0039,-149.166,2018,1,9,4,1870,7.9,0,2.585,30,14.06,No,1
-15.7675,-74.7092,2018,1,9,7,1075,7.1,0,4.29,23,39,No,1
17.4825,-83.52,2018,1,8,5,1623,7.5,0,4.581,12,19,No,1
-7.4921,108.174,2017,12,8,7,998,6.5,0,2.365,28,90,No,0
-54.2189,2.1628,2017,12,1,5,651,6.5,0,17.654,23,17,No,1
-21.3246,168.671,2017,11,4,6,771,7,0,0.617,14,10,No,1
-21.5027,168.598,2017,11,4,5,676,6.6,0,0.529,21,13,No,1
9.5147,-84.4865,2017,11,8,8,1153,6.5,0,0.225,37,19.36,No,1
34.9109,45.9592,2017,11,8,9,2790,7.3,0,0.284,33,19,No,0
-4.2433,143.485,2017,11,6,5,661,6.5,0,4.449,10,110.57,No,1
-15.3197,-173.168,2017,11,5,5,727,6.8,0,4.852,21,10,No,1
-21.6484,168.859,2017,11,3,5,674,6.6,0,0.788,29,22,No,1
-21.6971,169.148,2017,10,3,4,691,6.7,0,1.062,55,24,No,1
-7.2168,123.074,2017,10,3,3,694,6.7,0,1.634,16,553.81,No,0
52.3909,176.769,2017,10,3,5,651,6.5,0,1.154,11,119,No,1
18.5499,-98.4887,2017,9,9,8,1686,7.1,0,0.984,23,48,No,0
15.0222,-93.8993,2017,9,9,7,2910,8.2,0,0.944,22,47.39,No,1
33.1926,103.855,2017,8,5,7,707,6.5,0,11.411,22,9,No,0
36.9293,27.4139,2017,7,7,7,1064,6.6,0,0.913,16,7,No,0
54.4434,168.857,2017,7,8,7,918,7.7,0,3.564,13,10,No,1
-49.4837,164.016,2017,7,5,4,704,6.6,0,3.773,37,10,No,1
11.1269,124.629,2017,7,9,8,740,6.5,0,4.139,30,9,No,1
13.7174,-90.9718,2017,6,6,6,1034,6.8,0,1.065,38,38.12,No,1
14.9091,-92.0092,2017,6,8,6,1188,6.9,0,0.247,35,93,No,1
54.0312,170.92,2017,6,0,4,711,6.8,0,2.308,12,5,No,1
-1.2923,120.431,2017,5,7,7,678,6.6,0,2.353,18,12,No,0
-56.414,-25.7432,2017,5,0,4,650,6.5,0,6.489,17,15,No,1
-14.5884,167.377,2017,5,6,5,713,6.8,0,7.495,19,169,No,1
5.5043,125.066,2017,4,9,6,814,6.9,0,1.636,14,26,No,1
-33.0375,-72.0617,2017,4,9,7,1642,6.9,0,0.356,39,28,No,1
-22.6784,25.1558,2017,4,7,8,1297,6.5,0,2.36,15,29,No,0
56.9401,162.786,2017,3,6,7,671,6.6,0,4.591,14,17,No,1
-23.2593,-178.804,2017,2,2,3,733,6.9,0,6.012,19,414.5,No,1
-19.2814,-63.9047,2017,2,3,3,653,6.5,0,4.242,14,595.98,No,0
9.9071,125.452,2017,2,8,7,718,6.5,0,2.822,36,15,No,1
-6.2464,155.172,2017,1,9,7,987,7.9,0,3.625,9,135,No,1
-10.3506,161.335,2017,1,6,6,654,6.5,0,1.64,21,36,No,1
4.4782,122.617,2017,1,6,3,849,7.3,0,3.813,18,627.17,No,1
-19.3733,176.052,2017,1,6,4,742,6.9,0,2.495,13,12,No,1
-43.4064,-73.9413,2016,12,9,8,1152,7.6,0,0.355,29,38,No,1
-7.5082,127.921,2016,12,5,5,726,6.7,0,3.38,17,152,No,0
-4.5049,153.522,2016,12,9,7,972,7.9,0,1.389,13,94.54,No,1
-10.749,161.132,2016,12,8,6,737,6.9,0,1.747,26,19.73,No,1
-10.8416,161.314,2016,12,0,5,650,6.5,0,1.937,18,12.26,No,0
-10.6812,161.327,2016,12,9,8,961,7.8,0,1.836,13,40,No,1
40.4535,-126.194,2016,12,5,4,1120,6.6,0,1.405,55,8.45,No,1
5.2834,96.1678,2016,12,9,8,731,6.5,0,0.778,27,13,No,0
39.2732,73.9776,2016,11,8,7,693,6.6,0,1.697,20,17,No,0
11.9097,-88.8968,2016,11,5,4,855,6.9,0,1.796,20,10,No,1
37.3931,141.387,2016,11,9,6,1144,6.9,0,0.671,10,9,No,1
-42.6058,173.254,2016,11,7,7,664,6.5,0,0.283,56,9,No,1
-42.3205,173.669,2016,11,6,7,656,6.5,0,0.135,58,10,No,1
-42.7373,173.054,2016,11,9,9,1545,7.8,0,0.481,21,15.11,No,1
42.8621,13.0961,2016,10,9,8,2840,6.6,0,0.174,25,8,No,0
-4.8626,108.163,2016,10,3,3,677,6.6,0,2.022,16,614,No,0
-6.0033,148.887,2016,10,3,6,716,6.8,0,3.727,11,42,No,1
-19.7819,-178.244,2016,9,2,3,733,6.9,0,4.051,9,596.4,No,1
-37.3586,179.146,2016,9,5,6,897,7,0,0.698,21,19,No,1
-3.6849,152.792,2016,8,4,3,713,6.8,0,0.803,12,476,No,1
20.9228,94.569,2016,8,6,6,981,6.8,0,1.802,17,82,No,0
-22.4765,173.117,2016,8,6,5,799,7.2,0,4.823,14,16.37,No,1
18.5429,145.507,2016,7,5,6,971,7.7,0,3.294,14,196,No,1
-2.0967,100.665,2016,6,4,6,671,6.6,0,2.435,16,50,No,0
-56.2409,-26.9353,2016,5,1,6,798,7.2,0,5.803,24,78,No,1
-21.9724,-178.204,2016,5,3,3,733,6.9,0,5.485,19,405.69,No,1
0.4947,-79.616,2016,5,8,7,780,6.9,0,1.192,17,29.95,No,1
0.4261,-79.7899,2016,5,5,7,744,6.7,0,1.352,21,16,No,1
-16.0429,167.379,2016,4,7,7,755,7,0,0.616,14,24,No,1
0.3819,-79.9218,2016,4,9,9,1163,7.8,0,1.44,15,20.59,No,1
32.7906,130.754,2016,4,9,9,2074,7,0,0.349,32,10,No,1
23.0944,94.8654,2016,4,6,6,903,6.9,0,3.001,14,136,No,0
36.4725,71.1311,2016,4,6,4,738,6.6,0,0.789,17,212,No,0
-13.9805,166.594,2016,4,7,5,692,6.7,0,6.787,25,27.59,No,1
-14.0683,166.624,2016,4,7,6,691,6.7,0,6.697,19,24,No,1
-14.3235,166.855,2016,4,7,6,734,6.9,0,1.166,25,26,No,1
-4.9521,94.3299,2016,3,4,3,948,7.8,0,7.009,20,24,No,0
53.9776,158.546,2016,1,3,7,799,7.2,0,0.958,17,177,No,1
59.6204,-153.339,2016,1,7,7,1496,7.1,0,0,0,125.6,No,1
18.8239,-106.934,2016,1,3,4,673,6.6,0,2.413,74,10,No,1
41.9723,142.781,2016,1,5,6,717,6.7,0,0.281,22,46,No,1
3.8965,126.862,2016,1,3,6,651,6.5,0,3.144,22,13,No,1
24.8036,93.6505,2016,1,8,7,1515,6.7,0,1.794,16,55,No,0
15.8015,-93.633,2015,12,8,6,765,6.6,0,0.41,35,85,No,1
-4.1064,129.508,2015,12,8,5,738,6.9,0,2.979,14,21,No,0
38.2107,72.7797,2015,12,4,7,827,7.2,0,1.116,18,22,No,0
-9.1825,-71.2574,2015,11,2,3,691,6.7,0,2.033,19,602.75,No,0
-10.0598,-71.0184,2015,11,5,4,896,7.6,0,2.852,10,620.56,No,0
-10.5372,-70.9437,2015,11,6,5,957,7.6,0,3.287,10,606.21,No,1
-8.8994,158.422,2015,11,5,6,715,6.8,0,1.599,19,12.59,No,1
38.67,20.6,2015,11,7,7,1018,6.5,0,0,0,11,No,0
31.0009,128.873,2015,11,5,4,702,6.7,0,1.444,17,12,No,0
-29.5097,-72.0585,2015,11,5,6,744,6.9,0,0.821,43,10,No,0
-29.5067,-72.0068,2015,11,6,6,761,6.9,0,0.784,32,12,No,1
6.8431,94.648,2015,11,7,4,675,6.6,0,2.792,31,10,No,0
-30.8796,-71.4519,2015,11,7,7,841,6.8,0,0.258,41,46,No,1
-8.3381,124.875,2015,11,5,7,657,6.5,0,1.53,21,20,No,0
36.5244,70.3676,2015,10,8,7,1448,7.5,0,0.622,18,231,No,0
-14.8595,167.303,2015,10,6,6,780,7.1,0,0.592,11,135,No,1
-0.6212,131.262,2015,9,7,7,671,6.6,0,2.486,13,18,No,0
-31.7275,-71.3792,2015,9,5,7,820,6.6,0,1.064,14,35,No,1
-31.5173,-71.804,2015,9,5,7,718,6.7,0,0.853,35,23,No,0
-31.4244,-71.6876,2015,9,6,7,657,6.5,0,0.749,62,27,No,0
-31.5622,-71.4262,2015,9,8,7,799,7,0,0.903,13,28.41,No,0
-31.5729,-71.6744,2015,9,9,8,1960,8.3,0,0.684,19,22.44,No,1
24.913,-109.623,2015,9,5,5,708,6.7,0,1.256,123,10,No,1
-9.3293,157.877,2015,8,0,5,650,6.5,0,2.045,16,6.43,No,1
-9.3438,158.053,2015,8,3,5,671,6.6,0,1.872,20,22,No,1
-2.6286,138.528,2015,7,9,7,762,7,0,6.278,12,48,No,1
52.376,-169.446,2015,7,4,7,734,6.9,0,0.444,39,29,No,1
-10.4012,165.141,2015,7,8,6,759,7,0,5.205,22,11,No,1
13.8672,-58.5479,2015,7,4,4,686,6.5,0,1.218,20,20,No,1
-9.307,158.403,2015,7,4,5,691,6.7,0,1.529,11,12,No,1
27.7375,139.725,2015,6,3,4,652,6.5,0,2.277,11,460,No,0
27.8386,140.493,2015,5,6,3,1151,7.8,0,1.675,12,664,No,1
56.594,-156.43,2015,5,5,6,762,6.8,0,0,0,72.6,No,1
-11.1093,163.215,2015,5,1,5,711,6.8,0,3.619,18,10,No,1
-11.0559,163.696,2015,5,1,4,732,6.9,0,4.024,22,11.19,No,1
-10.8759,164.169,2015,5,1,4,711,6.8,0,4.395,15,11,No,1
38.9056,142.032,2015,5,8,6,831,6.8,0,1.422,8,35,No,1
27.8087,86.0655,2015,5,8,7,1563,7.3,0,0.677,11,15,No,0
-7.2175,154.557,2015,5,1,6,776,7.1,0,3.835,11,10,No,1
-5.4624,151.875,2015,5,7,8,869,7.5,0,1.295,22,55,No,1
-5.2005,151.777,2015,5,5,6,714,6.8,0,1.074,23,44,No,1
-5.375,151.771,2015,4,5,6,692,6.7,0,1.239,12,31,No,1
27.7711,86.0173,2015,4,7,7,1016,6.7,0,0.727,13,22.91,No,0
28.2244,84.8216,2015,4,8,7,733,6.6,0,1.778,16,10,No,0
28.2305,84.7314,2015,4,8,9,2820,7.8,0,1.857,12,8.22,No,0
-15.8815,-178.6,2015,4,0,5,650,6.5,0,3.702,42,10,No,1
-15.4994,-173.029,2015,3,2,5,650,6.5,0,4.629,36,11,No,1
-4.7294,152.562,2015,3,6,7,872,7.5,0,0.666,19,41,No,1
-7.2968,122.535,2015,2,4,6,760,7,0,1.362,12,552.06,No,0
39.8558,142.881,2015,2,5,5,714,6.7,0,1.925,20,23,No,1
-23.1125,-66.688,2015,2,4,6,700,6.7,0,2.11,16,223,No,1
-17.0309,168.52,2015,1,1,4,711,6.8,0,2.019,13,219.96,No,1
5.9045,-82.6576,2015,1,1,4,650,6.5,0,4.318,61,8,No,1
7.9401,-82.6865,2014,12,7,6,709,6.6,0,2.485,43,20,No,1
-6.5108,154.46,2014,12,1,5,670,6.6,0,3.246,12,23,No,1
6.1572,123.126,2014,12,1,3,670,6.6,0,2.6,9,614,No,0
1.9604,126.575,2014,11,6,5,713,6.8,0,1.421,19,39,No,1
2.2999,127.056,2014,11,5,5,652,6.5,0,1.549,9,35,No,1
-37.6478,179.662,2014,11,7,4,698,6.7,0,1.079,25,22,No,1
1.8929,126.522,2014,11,4,6,779,7.1,0,1.397,18,45,No,1
-5.9873,148.232,2014,11,2,6,671,6.6,0,3.557,13,53.19,No,1
-19.6903,-177.759,2014,11,3,6,776,7.1,0,4.415,13,434,No,1
12.5262,-88.1225,2014,10,8,6,982,7.3,0,1.078,18,40,No,1
13.7641,144.429,2014,9,5,5,724,6.7,0,0.46,11,130,No,1
-14.598,-73.5714,2014,8,6,6,741,6.8,0,4.107,18,101,No,1
0.8295,146.169,2014,8,0,4,732,6.9,0,6.393,12,13,No,1
-19.8015,-178.4,2014,7,0,6,732,6.9,0,3.934,15,615.42,No,1
37.0052,142.452,2014,7,5,4,706,6.5,0,2.421,9,20,No,1
14.724,-92.4614,2014,7,8,7,1079,6.9,0,0.263,51,53,No,1
-6.2304,152.807,2014,7,0,4,650,6.5,0,2.124,15,20,No,1
-14.9831,-175.51,2014,6,0,5,691,6.7,0,6.713,45,18,No,1
-55.4703,-28.3669,2014,6,0,5,732,6.9,0,4.838,25,8,No,1
51.8486,178.735,2014,6,6,8,963,7.9,0,0.133,22,109,No,1
-29.9414,-177.607,2014,6,0,5,691,6.7,0,0.748,43,26.59,No,0
-29.9379,-177.516,2014,6,0,5,650,6.5,0,0.778,30,10,No,0
-29.9772,-177.725,2014,6,0,5,732,6.9,0,0.751,35,20,No,1
40.2893,25.3889,2014,5,9,7,951,6.9,0,0.402,25,6.43,No,0
7.2096,-82.3045,2014,5,7,5,694,6.5,0,3.121,33,10,No,1
-21.4542,170.355,2014,5,0,5,670,6.6,0,3.34,10,106,No,1
49.6388,-127.732,2014,4,4,6,838,6.5,0,0,0,10,No,1
-6.7547,155.024,2014,4,0,6,865,7.5,0,3.82,16,43.37,No,1
-6.6558,155.087,2014,4,0,6,670,6.6,0,3.803,11,29,No,1
17.397,-100.972,2014,4,8,7,1017,7.2,0,2.25,46,24,No,1
-11.1284,162.052,2014,4,0,6,670,6.6,0,2.666,22,10,No,0
-11.4633,162.051,2014,4,0,6,842,7.4,0,2.885,17,39,No,1
-11.2701,162.148,2014,4,0,7,889,7.6,0,2.828,13,22.56,No,1
