Latitude,Longitude,Rainfall (mm),Temperature (Celsius),Humidity (%),River Discharge (m^3/s),Water Level (m),Elevation (m),Surface Water State,Land Cover,Soil Type,Population Density,Historical Floods,Flood Occurred
30.88771985,103.4228264,142.265234,34.36714859,63.07948454,138.3209732,6.344785659,1891.140708,Stable,Water Body,Loam,1747.4739,0,0
27.33888931,-85.62579274,171.6096079,7.425766296,74.13778816,388.966519,0.5162149947,740.670768,Overflow,Urban,Loam,6352.242894,0,1
45.75570332,-50.31093634,183.8416167,31.49581332,84.37659992,940.7640319,3.202334616,225.102901,Overflow,Forest,Clay,1780.382988,1,1
19.09078509,26.91402053,192.2675147,17.6814079,90.11423901,139.9038643,7.523392825,883.4517809,Overflow,Urban,Clay,3668.903874,1,1
44.57432999,33.05177699,210.3569718,30.65738504,63.03720717,257.024943,4.086525638,611.6504349,Overflow,Water Body,Loam,9426.208647,0,1
21.08276999,129.074702,159.5132266,33.55735321,89.39293904,334.9720124,1.660729917,1024.491561,Overflow,Forest,Sand,4340.928076,1,1
25.16161942,-8.555253525,164.1802853,36.53327763,56.53494785,661.7336196,1.650681405,178.8215015,Overflow,Agriculture,Clay,4150.057391,0,1
41.76100757,-70.9238286,271.3664326,16.13334965,95.04791353,576.6063026,0.69778201,924.3168985,Overflow,Agriculture,Sand,7073.718407,1,1
44.04546686,110.7277962,240.5013619,17.41536077,43.52827203,589.0317521,2.369188803,1474.643979,Overflow,Agriculture,Loam,5646.206557,0,1
49.65023975,54.21416403,182.6237529,26.01607719,41.25020958,287.5453811,4.183082747,1503.067822,Overflow,Urban,Clay,7.147951285,1,1
38.84976057,-19.58459462,173.419875,30.05981449,70.72569325,655.9839211,7.569935879,70.52740276,Stable,Water Body,Loam,5390.673969,1,1
44.91482831,146.7312731,159.2001557,19.44328516,70.27518457,0.0,4.085584948,1173.792721,Overflow,Agriculture,Loam,5199.246156,1,0
43.80330311,63.86553021,219.2150418,18.91105846,67.50714023,0.0,4.610131946,936.5186721,Stable,Forest,Loam,4315.238171,1,0
44.62801112,-103.22329,99.36453016,27.75173303,92.31547857,210.659855,5.681495794,1740.613007,Stable,Agriculture,Sand,8823.907164,0,0
36.55158745,-31.3711259,179.7652072,16.63812885,94.91973668,558.9360139,10.77183784,416.0141949,Overflow,Urban,Sand,7987.122972,0,1
43.52921684,47.25016993,286.5258976,39.32078604,88.48537518,960.8952721,8.165383449,1248.158576,Overflow,Water Body,Loam,8980.872283,1,1
38.38545153,100.0279752,217.9690822,5.300304283,94.76271503,436.7671116,2.578389509,733.6276879,Stable,Urban,Loam,7548.123747,0,0
21.12344882,60.71940042,229.102285,26.16195702,70.86817953,1278.790085,6.809344586,1765.472602,Stable,Water Body,Clay,8036.13633,0,0
41.40255684,-17.34735055,241.6472721,44.58131615,41.39360281,880.1384428,5.837187526,551.6995741,Overflow,Water Body,Sand,2048.120274,0,1
40.43093355,110.9065474,189.5474801,35.83559839,46.15925602,539.0616048,1.715594761,1175.937973,Stable,Water Body,Sand,2310.110443,1,0
34.26926899,26.77080523,185.7229187,28.58741388,57.48709886,455.1408906,6.291210268,1419.333899,Overflow,Water Body,Clay,844.9141516,1,1
22.48256179,-38.82297705,215.6620847,19.10482868,80.62695831,339.885572,5.869559615,155.2821551,Overflow,Forest,Loam,6267.848125,1,1
18.1867194,-77.02011418,109.4169949,28.99472608,90.7116338,535.6476798,6.700967493,1063.549243,Stable,Agriculture,Clay,7723.560413,1,0
39.63074471,-62.82861725,198.4868471,24.41073645,76.56800819,797.3178273,1.028613666,1661.151044,Overflow,Urban,Loam,5391.143022,1,1
48.83760998,16.18279016,232.2799039,10.54389799,78.06972346,544.5485917,8.783751744,1385.801121,Overflow,Forest,Clay,7233.377333,1,1
43.64246443,147.0322141,132.4522886,12.81057557,88.66349616,433.7232506,5.105712143,118.4564272,Stable,Urban,Sand,2764.162739,0,0
24.02507725,115.8930693,185.0465457,32.76293591,92.07537452,118.1020003,4.282757883,368.8386536,Overflow,Urban,Clay,6950.128001,1,1
10.20246335,-69.66665269,163.6612931,7.068464975,49.66505482,770.061696,4.882358558,287.3823948,Overflow,Urban,Clay,7040.577509,1,1
28.08741679,75.66081916,157.4393632,37.45656048,46.51327223,816.7328581,8.05018789,760.1510135,Stable,Forest,Loam,2405.323817,1,0
25.98075138,125.5799657,306.7660562,31.33066547,88.00110889,831.5267261,5.838222639,170.3024817,Overflow,Forest,Clay,9721.974489,1,1
23.69791915,135.7728628,265.0312701,10.54600163,63.1516488,32.53104543,4.932766271,1571.226258,Overflow,Urban,Sand,4481.52869,1,1
47.58274356,27.72446349,201.7071947,15.4995812,92.1469592,388.5472323,2.49641105,1478.226513,Overflow,Urban,Clay,2462.90787,0,1
29.02384767,-11.21969162,175.9918858,18.28619556,58.22438936,730.8160274,2.953656022,1097.493939,Overflow,Forest,Sand,9312.375579,1,1
38.24730514,-66.94849729,155.2754593,-3.66609929,91.52366138,814.3999828,3.430540994,2.018547492,Stable,Urban,Loam,9825.083799,1,0
43.89413045,-46.98851424,251.5974673,9.041733565,60.45024705,421.7550008,5.440737077,1542.649778,Overflow,Agriculture,Sand,5712.975158,1,0
11.8087468,142.3982314,181.1306741,26.83454226,62.29765711,832.1931602,8.303223161,1578.541576,Overflow,Urban,Loam,3017.318184,0,1
11.03247628,141.5799665,276.8698365,45.0,74.25532911,376.1618467,8.597746995,1620.79686,Overflow,Urban,Clay,5097.7555,1,1
28.04957377,-62.34488097,237.6594975,-1.171131174,99.27714209,534.6307722,8.341225197,982.5828451,Overflow,Water Body,Loam,3331.093706,0,1
30.90306397,104.9084174,188.8712536,25.7462801,49.9755657,72.47996746,0.0,798.4864095,Overflow,Water Body,Loam,6774.455538,0,1
48.26290069,-48.41141367,161.6470995,15.00641468,92.98410433,260.7295571,9.432024977,137.0447469,Stable,Forest,Loam,5469.671368,0,0
16.43133958,-1.139047777,184.3064624,8.410362187,64.55768788,0.0,8.26312297,842.9207537,Stable,Forest,Loam,6196.806267,0,0
40.41403251,-87.68910409,227.9906072,17.11515681,41.66183541,739.9580053,3.945631975,1877.459092,Stable,Forest,Sand,2114.121157,1,0
22.70150964,60.12159367,179.0026635,23.39217179,70.32571518,597.3349967,2.459782895,1737.49734,Stable,Water Body,Sand,9311.213579,1,0
33.6117977,-70.29264269,192.6759665,24.1836564,79.9579371,0.0,9.965456781,1841.529039,Overflow,Forest,Sand,6087.6052,0,1
13.93789924,126.870615,187.9526684,17.90560348,63.24161544,863.8294357,0.6959848851,1242.306426,Stable,Water Body,Loam,1184.032609,0,0
35.87272541,-69.10377111,206.4667257,22.18463624,75.68731481,748.0420047,1.62336001,1008.743108,Stable,Forest,Loam,6243.108229,1,0
12.81967783,133.9071992,126.1417792,26.6937747,57.93514956,1181.472338,1.330827248,1568.763516,Overflow,Water Body,Clay,2319.637323,1,1
41.91656638,41.73298194,228.487946,35.57043419,81.70786294,273.3549819,10.13254597,858.4568231,Overflow,Forest,Loam,6308.966484,0,1
47.3860944,-66.09894423,352.2365318,36.22004258,61.95147077,362.6976896,8.5958726,1058.57879,Stable,Forest,Loam,9831.633666,1,0
42.21729317,-66.94968385,221.0154909,2.167195425,90.25511339,515.591518,2.727233978,1334.82613,Overflow,Agriculture,Sand,2632.143631,0,1
10.82337977,10.47266049,287.2430703,5.526601273,69.37935147,794.7316492,5.937574447,1465.12843,Overflow,Water Body,Clay,8178.369089,0,1
49.62481533,-89.74309372,154.401524,24.688517,55.80592425,300.0721726,9.016843051,851.9227286,Stable,Agriculture,Sand,75.28136907,0,1
45.21259049,-73.8925698,160.7839515,19.36446819,43.80695822,242.5738852,6.566607634,363.2777798,Overflow,Urban,Clay,5301.682374,1,1
19.76817365,119.261719,114.1899941,28.19609635,63.62705282,749.2493365,4.948383897,1969.783777,Stable,Water Body,Sand,6658.571652,0,0
44.55572858,114.5137655,207.2454896,20.79871551,86.9357273,0.0,5.254120851,1311.674642,Overflow,Agriculture,Sand,9852.949653,0,0
37.13554431,-41.70556221,121.7362547,31.32227246,71.27520625,76.73735892,6.652720467,693.9604976,Stable,Urban,Clay,2009.873849,0,0
20.51067765,117.0712415,261.1202522,32.08795975,73.46568922,861.146336,6.69671579,1710.400778,Stable,Forest,Loam,8857.694615,0,0
36.12779838,-67.35762721,187.6822426,36.7513407,59.69774109,0.0,9.898709725,1223.44295,Stable,Urban,Loam,4135.320492,1,0
25.95291124,28.46676871,142.2146213,16.5895157,55.2633285,558.0884753,4.608819343,1734.796945,Overflow,Forest,Loam,6199.418732,0,1
39.70826085,-64.65560714,221.7605764,25.38915828,59.42911207,268.1289009,5.077599531,1224.197971,Overflow,Water Body,Clay,4760.624915,0,1
41.54181356,106.5978584,271.7946895,20.04556238,75.53919445,1073.545504,4.742948242,502.4985673,Stable,Agriculture,Loam,8615.513109,1,1
34.81238205,121.3620479,150.4236479,27.22716063,63.52939931,218.281025,7.049188134,379.194159,Overflow,Agriculture,Sand,8556.481622,0,1
42.25305245,36.01687246,305.9163682,19.79462872,55.52706687,298.9392632,3.32560913,322.3289917,Stable,Agriculture,Sand,6552.253877,0,0
38.77414489,134.6628794,196.5898735,39.51375461,93.74206611,237.510495,1.70215625,700.1892327,Overflow,Forest,Sand,8488.614394,0,1
14.10013567,-65.52871387,204.7339244,28.52926217,66.46820998,328.7055744,5.865529101,958.4431099,Stable,Urban,Clay,3273.413438,0,0
34.60028907,-75.31506084,265.7113288,17.19595394,48.36347042,544.3906642,3.270227224,1611.596968,Overflow,Forest,Clay,9186.811019,0,1
48.31419749,-48.89033477,282.441592,25.07868947,63.05969321,629.8777471,1.921531374,1437.01916,Stable,Water Body,Clay,39.25441538,1,0
29.68009715,19.77236877,157.8118744,14.6851443,56.99590603,210.5019589,9.490439033,223.3691016,Stable,Urban,Loam,9565.002704,1,0
13.21693079,18.44753288,140.7497483,9.133357186,86.09324573,58.59583786,1.082272116,171.7161879,Overflow,Water Body,Clay,5499.780625,1,0
42.22653581,-44.24958327,169.9693181,23.29479361,47.82573112,347.4707643,8.447376808,817.729712,Stable,Urban,Loam,2695.930277,1,0
20.4727225,111.1330249,109.9143198,39.34394999,49.78991821,550.3243534,7.238599087,989.3344486,Stable,Water Body,Sand,3643.26793,0,0
31.63620015,-46.0168193,158.6817357,23.35786216,74.34514384,575.6576452,4.82471074,440.4320187,Overflow,Water Body,Clay,8035.512922,0,1
22.99513306,3.772734983,198.2349273,30.28913009,49.36396621,234.2137224,3.514042658,118.8197082,Stable,Urban,Sand,5325.217805,0,0
16.98588744,66.25168926,205.0827881,4.564616461,85.30760736,430.207569,3.526988075,59.19454642,Overflow,Water Body,Sand,5780.142563,0,1
47.86475568,-106.4840983,189.9610481,9.433765725,76.29686385,791.9959481,9.859720314,248.1586928,Stable,Forest,Clay,5612.289292,1,1
30.25064238,145.7669343,208.2929513,30.54967165,66.56525715,173.9864313,6.063129341,1292.947128,Overflow,Agriculture,Loam,6791.716327,0,1
45.03157342,7.989857454,97.88303276,12.89665798,40.03031031,845.3681739,10.54252283,1674.039308,Stable,Water Body,Clay,7155.249245,0,0
30.62384114,-63.2682005,208.8381052,28.67319388,79.75143462,571.3573802,2.465000273,1293.965237,Overflow,Forest,Clay,6939.825671,0,1
38.17787871,89.21634484,236.647701,20.15702506,65.90190322,254.7965474,3.205822858,15.64769531,Stable,Water Body,Sand,7530.252612,0,0
27.88810162,133.9863507,259.5586522,38.22548463,92.77129556,463.6875524,4.838178671,504.6450491,Overflow,Agriculture,Clay,2279.430362,1,1
20.27188979,137.3455677,193.0275358,42.36705594,47.06148552,208.806831,10.80405103,1916.307132,Stable,Forest,Sand,1211.297815,1,0
31.70897773,-83.97758941,268.7242491,19.27413952,54.82399873,180.6882769,4.004679819,1742.186402,Overflow,Urban,Clay,7588.251924,0,1
13.48371067,96.71718592,207.8673284,8.179327163,47.07599169,77.19294295,9.209100283,1319.022545,Overflow,Agriculture,Sand,7185.929277,0,1
20.17925326,43.81428654,93.79864621,34.88526105,93.70785819,479.7457977,11.4694225,847.3491518,Overflow,Urban,Loam,215.5890467,0,1
31.54488364,-95.85579482,189.0853833,15.75959158,79.00252,461.0107327,5.750991607,211.4948112,Stable,Forest,Sand,7455.173046,0,0
27.11522393,20.75852627,132.2490919,18.62808762,55.82921794,396.0594722,3.292757777,126.9359459,Stable,Water Body,Sand,258.9663887,0,0
42.28283615,107.0119694,283.8812721,24.2381433,42.51613994,548.719972,8.962976566,206.697295,Overflow,Urban,Sand,8626.395024,1,1
30.37263044,-101.3758019,278.9252286,36.17576635,78.54940767,735.2073736,2.151062227,449.5908476,Stable,Water Body,Clay,4104.270753,1,0
33.59670747,2.262697427,204.51549,18.85576476,47.56659888,93.65311479,6.728284184,1148.152032,Overflow,Forest,Sand,3029.92833,0,1
45.8954287,-93.0183932,208.089577,20.48063862,61.45383272,569.7980276,0.0,412.7995992,Overflow,Forest,Clay,7461.348873,1,1
30.28939235,48.97712265,219.6384182,25.74406672,66.01875548,487.0650365,3.586839289,1253.99779,Overflow,Agriculture,Loam,6226.361968,1,1
20.35818009,-100.1452713,247.6082774,12.55718397,40.5448306,544.1482361,6.513541838,1793.758206,Stable,Water Body,Clay,2036.15579,1,0
28.11403949,76.82038541,246.9594584,12.67571523,96.61542673,475.7014998,6.159107507,1877.917121,Stable,Agriculture,Loam,4614.896102,1,0
35.83243251,37.02898622,183.4067569,27.30541587,74.63063172,632.2639695,5.523186912,537.7161668,Overflow,Water Body,Sand,980.1967777,0,1
27.91368462,-8.856779005,111.7033822,35.71551169,46.74092663,0.0,4.382115077,755.5927183,Stable,Forest,Sand,1668.613762,0,0
13.82360725,1.449916734,175.9191295,22.5824962,78.09413115,116.2680839,5.829512196,1790.29628,Stable,Water Body,Clay,7730.878417,0,0
47.08495127,-106.0448664,190.3596956,44.04679882,71.56261749,29.18077366,7.238173817,369.2570866,Overflow,Urban,Sand,6168.71702,1,1
